Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,Critic_Score,User_Score
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,
Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,,
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,7.3
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,
Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0.0,0.0,0.11,0.0,0.11,,
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.14,,
The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04,36.0,3.4
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,,
Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19,,
Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,,
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83,,
That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52,52.0,
Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01,,
Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.4200000000000002,,
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15000000000000002,65.0,8.5
Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24,,
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,67.0,7.6
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,,
AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60.0,5.3
Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,,
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0.0,0.0,0.15,75.0,9.3
Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.39,82.0,8.7
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.21,58.0,6.1
Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,
Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01,53.0,
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81.0,7.9
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.8900000000000006,,
Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01,,
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,70.0,7.5
AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,
LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,58.0,
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,,
Dogz,DS,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.5700000000000001,,
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39,,
Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15000000000000002,62.0,
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0.0,0.05,0.42,,5.7
J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,,
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,
Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2,,
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,6.1
GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07,74.0,
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26,,
Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,,
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16,,
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.7699999999999999,84.0,8.7
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.73,74.0,
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,,
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.39,61.0,6.6
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.8900000000000001,,
Demigod,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,76.0,7.9
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.8999999999999999,,
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.09,0.0,0.0,0.01,0.09999999999999999,,3.8
Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.09,62.0,6.2
Pengo,2600,1983,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,,
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33999999999999997,47.0,6.8
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9,,
Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.05,,
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.13,,
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.12,,
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,8.7
Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,,
Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0.0,0.02,0.36000000000000004,,
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,,
Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31000000000000005,,
TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55,,
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.06999999999999999,32.0,4.6
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.2599999999999998,,
NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.4600000000000001,,
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19000000000000003,72.0,8.4
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,54.0,
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.6,0.03,0.0,0.05,0.68,,
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,,
Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0.0,0.0,0.06,50.0,
Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.1700000000000002,,
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.39,,
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0.0,0.01,0.09999999999999999,79.0,
King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,82.0,8.6
Summer Athletics 2009,X360,2009,Sports,49Games,0.0,0.04,0.0,0.0,0.04,,
Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0.0,0.01,0.51,,
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56.0,5.8
NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0,,
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31000000000000005,65.0,3.6
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.4300000000000002,77.0,7.9
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.04,,
X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,,
Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,,
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09000000000000001,72.0,8.7
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32000000000000006,,
Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.05,59.0,
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84,,
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,,
Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0.0,0.0,0.39,,
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,
Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58,,
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09999999999999999,,
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
Time Travelers,3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,,
NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13,,
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15000000000000002,,
Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31000000000000005,63.0,
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53,,
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,,
Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.6099999999999999,,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.24000000000000002,,
Winter Heat,SAT,1996,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.6600000000000001,,
Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,,
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.10999999999999999,61.0,7.8
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.01,,
Cabela's North American Adventures,PSP,2010,Sports,Activision,0.08,0.0,0.0,0.01,0.09,,
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,79.0,6.9
Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,
Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.4100000000000001,,
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24,,
Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.01,89.0,
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67.0,7.6
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,6.4
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02,,
PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,5.4
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.05,60.0,6.9
Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0.0,0.01,0.39,,
TrackMania Turbo,PC,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,6.8
Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,0.02,,
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0.0,0.16,1.75,,
Smashing Drive,XB,2002,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,42.0,
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,73.0,8.6
Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0.0,0.0,0.01,0.0,0.01,,
Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02,,
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,7.7
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,7.9
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0.0,0.0,0.03,0.0,0.03,,
Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47000000000000003,,
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54,,
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.3699999999999999,,
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39999999999999997,71.0,5.7
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,,
Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,,
Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0.0,0.01,0.13,,
Let's TAP,Wii,2008,Misc,Sega,0.09,0.06,0.01,0.02,0.18,,
Resident Evil Zero,PS4,2016,Action,Capcom,0.09,0.17,0.05,0.05,0.36,,
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,,
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70.0,8.6
Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4,,
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,
Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22,,
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.15,50.0,
Smart Girl's Playhouse,DS,2007,Misc,505 Games,0.24,0.0,0.0,0.02,0.26,,
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.29,58.0,6.6
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,
Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81.0,8.1
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.9400000000000001,87.0,9.1
And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,,
Dragon Force,SAT,1996,Strategy,Sega,0.0,0.0,0.3,0.0,0.3,,
Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37,,
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0.0,0.04,0.38999999999999996,43.0,6.3
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.8400000000000001,63.0,7.1
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.45999999999999996,70.0,6.3
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.37,68.0,6.3
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,7.5
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.71,66.0,8.5
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,,
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.5800000000000001,87.0,8.4
Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.01,,
NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83.0,8.0
Gal Gun,PS3,2012,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,
Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69,,
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0.0,0.01,0.5,,
Sally's Salon,DS,2008,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13,,
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,8.4
Avatar: The Game,Wii,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,,
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.41,,
Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.18,0.0,0.0,0.01,0.19,,
Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,,
DeathSmiles II,X360,2010,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,
Frostbite,2600,1983,Action,Activision,0.32,0.02,0.0,0.0,0.34,,
The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,,
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,,
Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,
WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.34,,
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0.0,0.0,0.02,0.0,0.02,,
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.91,,
Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,,
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,,
The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,
Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55,,
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.0,0.04,0.29,,
Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,37.0,3.8
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12000000000000001,,
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,,
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.07,,
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,,
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.060000000000000005,,
Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0.0,0.02,0.21,,
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,3.1
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,,
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,,
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07,,
Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63.0,4.8
Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.54,67.0,7.8
The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01,,
Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,88.0,7.4
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,6.8
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,
Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0.0,0.02,0.17,,
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,,
Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,,
Metro: Last Light,XOne,2014,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31000000000000005,,
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,7.1
My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78,,
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,5.7
Wand of Fortune,PS2,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,
Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15,,
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,8.2
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,7.0
Hamster Tarou,GB,1999,Simulation,Jorudan,0.0,0.0,0.3,0.0,0.3,,
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,,
How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0.0,0.04,0.43,,
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,7.8
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.5499999999999999,,
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48,81.0,8.2
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.01,,
Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,,
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,65.0,6.4
Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19,,
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,,
Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78.0,8.2
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.06999999999999999,33.0,2.7
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,6.7
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50.0,4.7
We Sing Pop!,Wii,2012,Misc,Nordic Games,0.08,0.19,0.0,0.03,0.30000000000000004,,
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.11,,
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95,,
